ut	field	country	funder_id	funder	Type	country_funder
000336017400001	Energy	DK	623	Energiforskning.dk	NA	NA
000348580000006	Energy	DK	365	Danish Energy Agency	Public	DK
000348580000006	Energy	DK	469	Det Frie Forskningsrad	NA	NA
000366063100057	Energy	DK	1603	Norwegian Research Council	Public	NO
000330488100053	Energy	DK	488	DONG Energy	Private	DK
000330488100053	Energy	DK	406	Danish National Advanced Technology Foundation	Public	DK
000372385400017	Energy	DK	2268	University of Southern Denmark	University	DK
000300591800003	Food science	DK	1990	Technical University of Denmark	University	DK
000300591800003	Food science	DK	667	EU	Public	Supranational
000328100200008	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000439402900008	Energy	DK	365	Danish Energy Agency	Public	DK
000425811600003	Food science	DK	667	EU	Public	Supranational
000425811600003	Food science	DK	1589	Norwegian Institute of Marine Research	Public	NO
000425811600003	Food science	DK	1929	Statoil	Private	NO
000425811600003	Food science	DK	981	Institute of Marine Research	Public	NO
000425811600003	Food science	DK	359	Danish Council for Independent Research	Public	DK
000423983700001	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000423983700001	Food science	DK	359	Danish Council for Independent Research	Public	DK
000423983700001	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000417070500107	Energy	DK	214	CAPES	Public	Other
000417070500107	Energy	DK	192	Brazilian National Council for Scientific and Technological Development	Public	Other
000386920300017	Energy	DK	625	Energinet.dk	Private	DK
000386920300017	Energy	DK	968	Innovation Fund Denmark	Public	DK
000309787400041	Energy	DK	667	EU	Public	Supranational
000309787400041	Energy	DK	1026	Irish Research Council	Public	Other
000337351700017	Food science	DK	291	Copenhagen University	University	DK
000361850100018	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000349616600001	Food science	DK	1990	Technical University of Denmark	University	DK
000349616600001	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000349616600001	Food science	DK	667	EU	Public	Supranational
000380913500010	Energy	DK	356	Danish Centre for Food and Agriculture	NA	DK
000431748400011	Energy	DK	219	Carlsberg Foundation	Non-profit	DK
000431748400011	Energy	DK	819	German Federal Ministry of Education and Research (BMBF)	Public	Other
000431748400011	Energy	DK	968	Innovation Fund Denmark	Public	DK
000332773900013	Energy	DK	1554	"North Sea Region Program IVB through the ""Biochar: climate saving soils"" project"	NA	NA
000359384500018	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000408231400002	Food science	DK	401	Danish Ministry of Health	Public	DK
000286431000003	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000286431000003	Food science	DK	988	International Centre for Research in Organic Food Systems	Public	DK
000349666700003	Food science	DK	453	Department of Agriculture, Forestry and Fisheries in South Africa	NA	NA
000349666700003	Food science	DK	1388	Ministry of Foreign Affairs, Norway	Public	NO
000375203700001	Food science	DK	686	FCT - Foundation for Science and Technology	Public	Other
000395965600009	Energy	DK	1990	Technical University of Denmark	University	DK
000395726400007	Energy	DK	1915	Spanish regions	Public	Other
000346751800034	Food science	DK	667	EU	Public	Supranational
000346751800034	Food science	DK	111	Australian Department of Agriculture	Public	Other
000346751800034	Food science	DK	311	Dairy Australia	Private	Other
000346751800034	Food science	DK	766	French Agence Nationale de la Recherche	Public	Other
000346751800034	Food science	DK	1309	Meat and Livestock Australia	Private	Other
000346751800034	Food science	DK	2246	University of Melbourne	University	Other
000401320000068	Energy	DK	2395	Aalborg University, Denmark	University	DK
000401320000068	Energy	DK	623	Energiforskning.dk	NA	NA
000377263400060	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000408221000032	Energy	DK	1464	National natural science foundation of China	Public	Other
000408221000032	Energy	DK	1374	Ministry of Education of China	Public	Other
000423007300018	Energy	DK	365	Danish Energy Agency	Public	DK
000275885600005	Food science	DK	1617	Novozymes	Private	DK
000356810900019	Energy	DK	667	EU	Public	Supranational
000269611300018	Food science	DK	359	Danish Council for Independent Research	Public	DK
000269611300018	Food science	DK	667	EU	Public	Supranational
000269611300018	Food science	DK	1295	Marine Institute	NA	NA
000308259300046	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000353963400027	Energy	DK	359	Danish Council for Independent Research	Public	DK
000353963400027	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000286002600004	Food science	DK	988	International Centre for Research in Organic Food Systems	Public	DK
000393098400050	Energy	DK	667	EU	Public	Supranational
000345558500007	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000353771400001	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000277073100006	Food science	DK	361	Danish Council for Technology and Innovation	Public	DK
000277073100006	Food science	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000277073100006	Food science	DK	291	Copenhagen University	University	DK
000277073100006	Food science	DK	2326	Villum Foundation	Non-profit	DK
000291984700016	Food science	DK	98	Arla Foods Amba	Private	DK
000291984700016	Food science	DK	363	Danish Dairy Board	NA	DK
000291984700016	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000291984700016	Food science	DK	742	FOOD Denmark	Non-profit	DK
000291984700016	Food science	DK	291	Copenhagen University	University	DK
000422749500030	Food science	DK	2398	Aarhus University	University	DK
000422749500030	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000384861500032	Energy	DK	244	China Scholarship Council (CSC)	Public	Other
000394639500004	Energy	DK	667	EU	Public	Supranational
000394639500004	Energy	DK	968	Innovation Fund Denmark	Public	DK
000301031500011	Food science	DK	219	Carlsberg Foundation	Non-profit	DK
000289819900020	Food science	DK	667	EU	Public	Supranational
000357988700016	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000298363200014	Energy	DK	219	Carlsberg Foundation	Non-profit	DK
000298363200014	Energy	DK	1990	Technical University of Denmark	University	DK
000298363200014	Energy	DK	359	Danish Council for Independent Research	Public	DK
000298363200014	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000434005600037	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000375186700051	Energy	DK	1285	Major Science and Technology Program, China	NA	Other
000375186700051	Energy	DK	1464	National natural science foundation of China	Public	Other
000335874300001	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000323629100033	Energy	DK	365	Danish Energy Agency	Public	DK
000331244900003	Food science	DK	364	Danish Dairy Research Foundation	Non-profit	DK
000331244900003	Food science	DK	373	Danish Food Industry Agency	Public	DK
000331244900003	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000356898400018	Food science	DK	667	EU	Public	Supranational
000356898400018	Food science	DK	2326	Villum Foundation	Non-profit	DK
000311522600024	Energy	DK	411	Danish National Research Foundation	Public	DK
000311522600024	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000311522600024	Energy	DK	365	Danish Energy Agency	Public	DK
000311522600024	Energy	DK	667	EU	Public	Supranational
000311522600024	Energy	DK	1746	PV-ERA-NET	Public	Supranational
000363465500004	Energy	DK	488	DONG Energy	Private	DK
000363465500004	Energy	DK	365	Danish Energy Agency	Public	DK
000363465500004	Energy	DK	1990	Technical University of Denmark	University	DK
000363465500004	Energy	DK	1881	SIEMENS	Private	NL
000363465500004	Energy	DK	2316	Vestas Technology RD	Private	DK
000268920400018	Food science	DK	2398	Aarhus University	University	DK
000329559900014	Energy	DK	1919	Stanford University	University	Other
000368951600001	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000395786800001	Energy	DK	968	Innovation Fund Denmark	Public	DK
000370100600055	Food science	DK	360	Danish Council for Strategic Research	Public	DK
000404046600041	Energy	DK	1960	Swiss Federal Office of Energy (SFOE)	NA	Other
000339464000019	Food science	DK	401	Danish Ministry of Health	Public	DK
000339464000019	Food science	DK	1556	Northern Norway Regional Health Authority	NA	NA
000276275400006	Energy	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000263405600022	Food science	DK	398	Danish Ministry of Food, Agriculture and Fisheries	Public	DK
000263405600022	Food science	DK	667	EU	Public	Supranational
000265832400048	Food science	DK	2166	UK Natural Environment Research Council	Public	Other
000265832400048	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
000301755300007	Energy	DK	334	Danish  Ministry of Foreign Affairs	Public	DK
000301755300007	Energy	DK	2323	Vietnamese Government	Public	Other
000348899700005	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000373147800047	Energy	DK	1538	Nordic Energy Research	Public	Supranational
000376052000009	Energy	DK	625	Energinet.dk	Private	DK
000431443200041	Energy	DK	1770	Renewable Energy Organization of Iran	NA	NA
000312056200006	Food science	DK	331	Danida, Denmark	Public	DK
000371243800008	Energy	DK	360	Danish Council for Strategic Research	Public	DK
000371243800008	Energy	DK	403	Danish Ministry of Science, Technology and Innovation	Public	DK
000371243800008	Energy	DK	2370	WindScanner.dk	NA	Other
000440876800017	Energy	DK	1335	Mexican National Council of Sicence and Technology (CONACyT)	Public	Other
000440876800017	Energy	DK	2268	University of Southern Denmark	University	DK
000297881200012	Energy	DK	359	Danish Council for Independent Research	Public	DK
000297881200012	Energy	DK	827	German Research Foundation	Public	Other
000375362400007	Energy	DK	488	DONG Energy	Private	DK
000375362400007	Energy	DK	968	Innovation Fund Denmark	Public	DK
000375362400007	Energy	DK	1919	Stanford University	University	Other
000287636000002	Food science	DK	359	Danish Council for Independent Research	Public	DK
000287636000002	Food science	DK	1490	Natural Sciences and Engineering Research Council of Canada (NSERC)	Public	Other
